ID;TITLE;YEAR;KEY;PUBLISHED INTO;PUBLICATION TYPE;BIBTEX;DATABASE;TYPE OF CONTRIBUTION;ABSTRACT;TREND;LLM ITERACTION;CONTEXTUAL INFO;APPROACH;SCOPE;FOCUS;BENCHMARK;LLMs USED;EVALUATION METRIC;TOOL
V004;LLMDroid: Enhancing Automated Mobile App GUI Testing Coverage with Large Language Model Guidance;2025.0;;C: FSE;Conference;@article{Wang_2025, title={LLMDroid: Enhancing Automated Mobile App GUI Testing Coverage with Large Language Model Guidance}, volume={2}, ISSN={2994-970X}, url={http://dx.doi.org/10.1145/3715763}, DOI={10.1145/3715763}, number={FSE}, journal={Proceedings of the ACM on Software Engineering}, publisher={Association for Computing Machinery (ACM)}, author={Wang, Chenxu and Liu, Tianming and Zhao, Yanjie and Yang, Minghui and Wang, Haoyu}, year={2025}, month=jun, pages={1001–1022} };ACM;;With the rapid development of Large Language Models (LLMs), their integration into automated mobile GUI testing has emerged as a promising research direction. However, existing LLM-based testing approaches face significant challenges, including time inefficiency and high costs due to constant LLM querying. To address these issues, this paper introduces LLMDroid, a novel testing framework designed to enhance existing automated mobile GUI testing tools by leveraging LLMs more efficiently. The workflow of LLMDroid comprises two main stages: Autonomous Exploration and LLM Guidance. During Autonomous Exploration, LLMDroid utilizes existing testing tools while leveraging LLMs to summarize explored pages. When code coverage growth slows, it transitions to LLM Guidance to strategically direct testing towards unexplored functionalities. This approach minimizes LLM interactions while maximizing their impact on test coverage. We applied LLMDroid to three popular open-source Android testing tools and evaluated it on 14 top-listed apps from Google Play. Results demonstrate an average increase of 26.16% in code coverage and 29.31% in activity coverage. Furthermore, our evaluation under different LLMs reveals that LLMDroid outperform existing step-wise approaches with significant cost efficiency, achieving optimal performance at $0.49 per hour using GPT-4o among tested models, with a cost-effective alternative achieving 94% of this performance at just $0.03 per hour. These findings highlight LLMDroid’s effectiveness in enhancing automated mobile app testing and its potential for widespread adoption.;Test Augmentation or Improvement;Hybrid Prompting;Alone;Tool/Approach;Functional;Code/Proccedure;;;;
V005;A Large-Scale Empirical Study on Fine-Tuning Large Language Models for Unit Testing;2025.0;;C: ISSTA;Conference;@article{Shang_2025, title={A Large-Scale Empirical Study on Fine-Tuning Large Language Models for Unit Testing}, volume={2}, ISSN={2994-970X}, url={http://dx.doi.org/10.1145/3728951}, DOI={10.1145/3728951}, number={ISSTA}, journal={Proceedings of the ACM on Software Engineering}, publisher={Association for Computing Machinery (ACM)}, author={Shang, Ye and Zhang, Quanjun and Fang, Chunrong and Gu, Siqi and Zhou, Jianyi and Chen, Zhenyu}, year={2025}, month=jun, pages={1678–1700} };ACM;;Unit testing plays a pivotal role in software development, improving software quality and reliability. However, generating effective test cases manually is time-consuming, prompting interest in unit testing research. Recently, Large Language Models (LLMs) have shown potential in various unit testing tasks, including test generation, assertion generation, and test evolution, but existing studies are limited in scope and lack a systematic evaluation of the effectiveness of LLMs. To bridge this gap, we present a large-scale empirical study on fine-tuning LLMs for unit testing. Our study involves three unit testing tasks, five benchmarks, eight evaluation metrics, and 37 popular LLMs across various architectures and sizes, consuming over 3,000 NVIDIA A100 GPU hours. We focus on three key research questions: (1) the performance of LLMs compared to state-of-the-art methods, (2) the impact of different factors on LLM performance, and (3) the effectiveness of fine-tuning versus prompt engineering. Our findings reveal that LLMs outperform existing state-of-the-art approaches on all three unit testing tasks across nearly all metrics, highlighting the potential of fine-tuning LLMs in unit testing tasks. Furthermore, large-scale, decoder-only models achieve the best results across tasks, while encoder-decoder models perform better under the same parameter scale. Additionally, the comparison of the performance between fine-tuning and prompt engineering approaches reveals the considerable potential capability of the prompt engineering approach in unit testing tasks. We then discuss the concerned issues on the test generation task, including data leakage issues, bug detection capabilities, and metrics comparisons. Finally, we further pinpoint carious practical guidelines for LLM-based approaches to unit testing tasks in the near future. Overall, our work demonstrates the promising future of fine-tuning LLMs on unit testing tasks and reduces the manual efforts of unit testing experts in practical scenarios.;Reflections;;;;;;;;;
V009;A Survey on the Application of Large Language Models in Scenario-Based Testing of Automated Driving Systems;2026.0;;J: Other;Journal;@article{Zhao_2026, title={A Survey on the Application of Large Language Models in Scenario-Based Testing of Automated Driving Systems}, ISSN={1558-0016}, url={http://dx.doi.org/10.1109/tits.2026.3651004}, DOI={10.1109/tits.2026.3651004}, journal={IEEE Transactions on Intelligent Transportation Systems}, publisher={Institute of Electrical and Electronics Engineers (IEEE)}, author={Zhao, Yongqi and Zhou, Ji and Bi, Dong and Mihalj, Tomislav and Hu, Jia and Eichberger, Arno}, year={2026}, pages={1–23} };IEEE;;The safety and reliability of Automated Driving Systems (ADSs) must be validated prior to large-scale deployment. Among existing validation approaches, scenario-based testing has been regarded as a promising method to improve testing efficiency and reduce associated costs. Recently, the emergence of Large Language Models (LLMs) has introduced new opportunities to reinforce this approach. While an increasing number of studies have explored the use of LLMs in the field of automated driving, a dedicated review focusing on their application within scenario-based testing remains absent. This survey addresses this gap by systematically categorizing the roles played by LLMs across various phased of scenario-based testing, drawing from both academic research and industrial practice. In addition, key characteristics of LLMs and corresponding usage strategies are comprehensively summarized. The paper concludes by outlining five open challenges and potential research directions. To support ongoing research efforts, a continuously updated repository of recent advancements and relevant open-source tools is made available at: this https URL.;Reflections;;;;;;;;;
V010;CoverUp: Effective High Coverage Test Generation for Python;2025.0;;C: FSE;Conference;@article{Altmayer_Pizzorno_2025, title={CoverUp: Effective High Coverage Test Generation for Python}, volume={2}, ISSN={2994-970X}, url={http://dx.doi.org/10.1145/3729398}, DOI={10.1145/3729398}, number={FSE}, journal={Proceedings of the ACM on Software Engineering}, publisher={Association for Computing Machinery (ACM)}, author={Altmayer Pizzorno, Juan and Berger, Emery D.}, year={2025}, month=jun, pages={2897–2919} };ACM;;Testing is an essential part of software development. Test generation tools attempt to automate the otherwise labor-intensive task of test creation, but generating high-coverage tests remains challenging. This paper proposes CoverUp, a novel approach to driving the generation of high-coverage Python regression tests. CoverUp combines coverage analysis, code context, and feedback in prompts that iteratively guide the LLM to generate tests that improve line and branch coverage. We evaluate our prototype CoverUp implementation across a benchmark of challenging code derived from open-source Python projects and show that CoverUp substantially improves on the state of the art. Compared to CodaMosa, a hybrid search/LLM-based test generator, CoverUp achieves a per-module median line+branch coverage of 80% (vs. 47%). Compared to MuTAP, a mutation- and LLM-based test generator, CoverUp achieves an overall line+branch coverage of 89% (vs. 77%). We also demonstrate that CoverUp’s performance stems not only from the LLM used but from the combined effectiveness of its components.;Unit Test Generation;Hybrid Prompting;Alone;Tool/Approach;Functional;Code/Proccedure;;;;
V012;LLM-Agents Driven Automated Simulation Testing and Analysis of small Uncrewed Aerial Systems;2025.0;;C: ICSE;Conference;@inproceedings{Duvvuru_2025, title={LLM-Agents Driven Automated Simulation Testing and Analysis of small Uncrewed Aerial Systems}, url={http://dx.doi.org/10.1109/icse55347.2025.00223}, DOI={10.1109/icse55347.2025.00223}, booktitle={2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE)}, publisher={IEEE}, author={Duvvuru, Venkata Sai Aswath and Zhang, Bohan and Vierhauser, Michael and Agrawal, Ankit}, year={2025}, month=apr, pages={385–397} };IEEE;;"Thorough simulation testing is crucial for validating the correct behavior of small Uncrewed Aerial Systems (sUAS) across multiple scenarios, including adverse weather conditions (such as wind, and fog), diverse settings (hilly terrain, or urban areas), and varying mission profiles (surveillance, tracking). While various sUAS simulation tools exist to support developers, the entire process of creating, executing, and analyzing simulation tests remains a largely manual and cumbersome task. Developers must identify test scenarios, set up the simulation environment, integrate the System under Test (SuT) with simulation tools, formulate mission plans, and collect and analyze results. These labor-intensive tasks limit the ability of developers to conduct exhaustive testing across a wide range of scenarios. To alleviate this problem, in this paper, we propose Autosimtest, a Large Language Model (LLM)-driven framework, where multiple LLM agents collaborate to support the sUAS simulation testing process. This includes: (1) creating test scenarios that subject the SuT to unique environmental contexts; (2) preparing the simulation environment as per the test scenario; (3) generating diverse sUAS missions for the SuT to execute; and (4) analyzing simulation results and providing an interactive analytics interface. Further, the design of the framework is flexible for creating and testing scenarios for a variety of sUAS use cases, simulation tools, and SuT input requirements. We evaluated our approach by (a) conducting simulation testing of PX4 and ArduPilot flight-controller-based SuTs, (b) analyzing the performance of each agent, and (c) gathering feedback from sUAS developers. Our findings indicate that Autosimtest significantly improves the efficiency and scope of the sUAS testing process, allowing for more comprehensive and varied scenario evaluations while reducing the manual effort.";High-Level Test Gen;;;;;;;;;
V013;Software Testing in the Generative AI Era: A Practitioner’s Playbook;2025.0;;J: Other;Journal;@article{Schmidt_2025, title={Software Testing in the Generative AI Era: A Practitioner’s Playbook}, volume={58}, ISSN={1558-0814}, url={http://dx.doi.org/10.1109/mc.2025.3562940}, DOI={10.1109/mc.2025.3562940}, number={7}, journal={Computer}, publisher={Institute of Electrical and Electronics Engineers (IEEE)}, author={Schmidt, Douglas C.}, year={2025}, month=jul, pages={147–152} };IEEE;;This article presents a practitioner-focused playbook on how generative artificial intelligence is transforming software testing by automating tasks like test generation, simulation, and anomaly detection, while also introducing new challenges like hallucinations, bias, and nondeterminism.;Reflections;;;;;;;;;
V015;LELANTE: LEveraging LLM for Automated ANdroid TEsting;2025.0;;C:EASE;Conference;@inproceedings{Shahgir_2025, series={EASE ’25}, title={LELANTE: LEveraging LLM for Automated ANdroid TEsting}, url={http://dx.doi.org/10.1145/3756681.3757032}, DOI={10.1145/3756681.3757032}, booktitle={Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering}, publisher={ACM}, author={Shahgir, Haz Sameen and Fatin, Shamit and Al-Quvi, Mehbubul Hasan and Barua, Sukarna and Iqbal, Anindya and Sharmin, Sadia and Akbar, Md. Mostofa and Pal, Kallol Kumar and Rashid, A. Asif Al}, year={2025}, month=jun, pages={701–707}, collection={EASE ’25} };ACM;;Given natural language test case description for an Android application, existing testing approaches require developers to manually write scripts using tools such as Appium and Espresso to execute the corresponding test case. This process is labor-intensive and demands significant effort to maintain as UI interfaces evolve throughout development. In this work, we introduce LELANTE, a novel framework that utilizes large language models (LLMs) to automate test case execution without requiring pre-written scripts. LELANTE interprets natural language test case descriptions, iteratively generate action plans, and perform the actions directly on the Android screen using its GUI. LELANTE employs a screen refinement process to enhance LLM interpretability, constructs a structured prompt for LLMs, and implements an action generation mechanism based on chain-of-thought reasoning of LLMs. To further reduce computational cost and enhance scalability, LELANTE utilizes model distillation using a foundational LLM. In experiments across 390 test cases spanning 10 popular Android applications, LELANTE achieved a 73% test execution success rate. Our results demonstrate that LLMs can effectively bridge the gap between natural language test case description and automated execution, making mobile testing more scalable and adaptable.;Test Configuration;Pure Prompting;Fine-Tune;Tool/Approach;Functional;Code/Proccedure;;;;
V016;LLMLOOP: Improving LLM-Generated Code and Tests Through Automated Iterative Feedback Loops;2025.0;;C: Other;Conference;@inproceedings{Ravi_2025, title={LLMLOOP: Improving LLM-Generated Code and Tests Through Automated Iterative Feedback Loops}, url={http://dx.doi.org/10.1109/icsme64153.2025.00109}, DOI={10.1109/icsme64153.2025.00109}, booktitle={2025 IEEE International Conference on Software Maintenance and Evolution (ICSME)}, publisher={IEEE}, author={Ravi, Ravin and Bradshaw, Dylan and Ruberto, Stefano and Jahangirova, Gunel and Terragni, Valerio}, year={2025}, month=sep, pages={930–934} };IEEE;;Large Language Models (LLMs) are showing remarkable performance in generating source code, yet the generated code often has issues like compilation errors or incorrect code. Researchers and developers often face wasted effort in implementing checks and refining LLM-generated code, frequently duplicating their efforts. This paper presents LLMLOOP, a framework that automates the refinement of both source code and test cases produced by LLMs. LLMLOOP employs five iterative loops: resolving compilation errors, addressing static analysis issues, fixing test case failures, and improving test quality through mutation analysis. These loops ensure the generation of high-quality test cases that serve as both a validation mechanism and a regression test suite for the generated code. We evaluated llmloop on HumanEval-X, a recent benchmark of programming tasks. Results demonstrate the tool effectiveness in refining LLM-generated outputs. A demonstration video of the tool is available at https://youtu.be/2CLG9x1fsNI.;;;;;;;;;;
V017;Program Interoperable Large Language Model Software Testing Scheme: A Case Study on JavaScript Engine Fuzzing;2025.0;;J: Other;Journal;@article{Cao_2025, title={Program Interoperable Large Language Model Software Testing Scheme: A Case Study on JavaScript Engine Fuzzing}, volume={22}, ISSN={2160-9209}, url={http://dx.doi.org/10.1109/tdsc.2025.3581213}, DOI={10.1109/tdsc.2025.3581213}, number={6}, journal={IEEE Transactions on Dependable and Secure Computing}, publisher={Institute of Electrical and Electronics Engineers (IEEE)}, author={Cao, Daipeng and Hong, Yang and Pan, Qianqian and Wu, Jun}, year={2025}, month=nov, pages={6179–6195} };IEEE;;Large language models (LLMs) have cultivated impressive semantics capabilities and expert knowledge from their vast pre-training corpora, especially showing prospects in automated software testing. However, LLMs are designed for human interaction, which poses the following challenges when interacting with programs for testing: 1) LLMs cannot communicate directly with programs, and there is no existing paradigm to establish interaction between them. 2) Existing evaluation methods are unable to assess the quality of LLMgenerated tests during software testing. 3) Current LLM-guided testing generation cannot be optimized in real time, resulting in low testing efficiency. To address these challenges, we present PILLM, a program interoperable LLM scheme. First, we designed a prompt mechanism for interactive program testing based on the source code semantics and expert knowledge from the LLM. Second, we proposed an evaluation mechanism for the PILLM's test code generation, thus obtaining test seeds that are semantically related to the corresponding source code. Third, PILLM optimizes the next generated tests based on the coverage and source code execution information obtained in the program execution. In the 24-hour running experiment, PILLM improved the coverage by 45.7% and 14.9% compared to Fuzz4all and Fuzzilli respectively. PILLM proves its effectiveness by finding four new real-world bugs in the JavaScript engine. We have released the source code of PILLM as open source on Github.;;;;;;;;;;
V019;Reflective Unit Test Generation for Precise Type Error Detection with Large Language Models;2025.0;;C: ASE;Conference;@inproceedings{Yang_2025, title={Reflective Unit Test Generation for Precise Type Error Detection with Large Language Models}, url={http://dx.doi.org/10.1109/ase63991.2025.00233}, DOI={10.1109/ase63991.2025.00233}, booktitle={2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE)}, publisher={IEEE}, author={Yang, Chen and Wang, Ziqi and Jiang, Yanjie and Yang, Lin and Zheng, Yuteng and Zhou, Jianyi and Chen, Junjie}, year={2025}, month=nov, pages={2834–2845} };IEEE;;Type errors in Python often lead to runtime failures, posing significant challenges to software reliability and developer productivity. Existing static analysis tools aim to detect such errors without execution but frequently suffer from high false positive rates. Recently, unit test generation techniques offer great promise in achieving high test coverage, but they often struggle to produce bug-revealing tests without tailored guidance. To address these limitations, we present rTED, a novel type-aware test generation technique for automatically detecting Python type errors. Specifically, rTED combines step-by-step type constraint analysis with reflective validation to guide the test generation process and effectively suppress false positives. We evaluated rTED on two widely-used benchmarks, BugsInPy and TypeBugs. Experimental results show that rTED can detect 22 ∼ 29 more benchmarked type errors than four state-of-the-art techniques. rTED is also capable of producing fewer false positives, achieving an improvement of 173.9%∼245.9% in precision. Furthermore, we applied rTED to six real-world open-source Python projects, and successfully discovered 12 previously unknown type errors, demonstrating rTED’s practical value.;;;;;;;;;;
V020;LlamaRestTest: Effective REST API Testing with Small Language Models;2025.0;;C: FSE;Conference;@article{Kim_2025, title={LlamaRestTest: Effective REST API Testing with Small Language Models}, volume={2}, ISSN={2994-970X}, url={http://dx.doi.org/10.1145/3715737}, DOI={10.1145/3715737}, number={FSE}, journal={Proceedings of the ACM on Software Engineering}, publisher={Association for Computing Machinery (ACM)}, author={Kim, Myeongsoo and Sinha, Saurabh and Orso, Alessandro}, year={2025}, month=jun, pages={465–488} };ACM;;Modern web services rely heavily on REST APIs, typically documented using the OpenAPI specification. The widespread adoption of this standard has resulted in the development of many black-box testing tools that generate tests based on OpenAPI specifications. Although Large Language Models (LLMs) have shown promising test-generation abilities, their application to REST API testing remains mostly unexplored. We present LlamaRestTest, a novel approach that employs two custom LLMs-created by fine-tuning and quantizing the Llama3-8B model using mined datasets of REST API example values and inter-parameter dependencies-to generate realistic test inputs and uncover inter-parameter dependencies during the testing process by analyzing server responses. We evaluated LlamaRestTest on 12 real-world services (including popular services such as Spotify), comparing it against RESTGPT, a GPT-powered specification-enhancement tool, as well as several state-of-the-art REST API testing tools, including RESTler, MoRest, EvoMaster, and ARAT-RL. Our results demonstrate that fine-tuning enables smaller models to outperform much larger models in detecting actionable parameter-dependency rules and generating valid inputs for REST API testing. We also evaluated different tool configurations, ranging from the base Llama3-8B model to fine-tuned versions, and explored multiple quantization techniques, including 2-bit, 4-bit, and 8-bit integer formats. Our study shows that small language models can perform as well as, or better than, large language models in REST API testing, balancing effectiveness and efficiency. Furthermore, LlamaRestTest outperforms state-of-the-art REST API testing tools in code coverage achieved and internal server errors identified, even when those tools use RESTGPT-enhanced specifications. Finally, through an ablation study, we show that each component of LlamaRestTest contributes to its overall performance.;;;;;;;;;;
V025;Test Amplification for REST APIs via Single and Multi-agent LLM Systems;2025.0;;C: ICTSS;Conference;@inbook{Nooyens_2025, title={Test Amplification for REST APIs via Single and Multi-agent LLM Systems}, ISBN={9783032051882}, ISSN={1611-3349}, url={http://dx.doi.org/10.1007/978-3-032-05188-2_11}, DOI={10.1007/978-3-032-05188-2_11}, booktitle={Testing Software and Systems}, publisher={Springer Nature Switzerland}, author={Nooyens, Robbe and Bardakci, Tolgahan and Beyazıt, Mutlu and Demeyer, Serge}, year={2025}, month=sep, pages={161–177} };Springer;;REST APIs (Representational State Transfer Application Programming Interfaces) play a vital role in modern cloud-native applications. As these APIs grow in complexity and scale, ensuring their correctness and robustness becomes increasingly important. Automated testing is essential for identifying hidden bugs, particularly those that appear in edge cases or under unexpected inputs. However, creating comprehensive and effective test suites for REST APIs is challenging and often demands significant effort. In this paper, we investigate the use of large language model (LLM) systems, both single-agent and multi-agent setups, for amplifying existing REST API test suites. These systems generate additional test cases that aim to push the boundaries of the API, uncovering behaviors that might otherwise go untested. We present a comparative evaluation of the two approaches across several dimensions, including test coverage, bug detection effectiveness, and practical considerations such as computational cost and energy usage. Our evaluation demonstrates increased API coverage, identification of numerous bugs in the API under test, and insights into the computational cost and energy consumption of both approaches.;;;;;;;;;;
V026;LLM-based Dynamic Differential Testing for Database Connectors with Reinforcement Learning-Guided Prompt Selection;2025.0;;C: ASE;Conference;@inproceedings{Lyu_2025, title={LLM-based Dynamic Differential Testing for Database Connectors with Reinforcement Learning-Guided Prompt Selection}, url={http://dx.doi.org/10.1109/ase63991.2025.00322}, DOI={10.1109/ase63991.2025.00322}, booktitle={2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE)}, publisher={IEEE}, author={Lyu, Ce and Wang, Yanhao and Liang, Jie and Zhao, Minghao}, year={2025}, month=nov, pages={3814–3818} };IEEE;;Database connectors are critical components that enable applications to interact with database management systems (DBMS) but their security vulnerabilities are often neglected. Unlike traditional software defects, connector vulnerabilities exhibit subtle behavioral patterns and are inherently challenging to detect. Moreover, non-standardized implementation of connectors leaves potential risks (i.e., unsafe implementations) but is more elusive. As a result, existing fuzzing methods are ineffective in finding such vulnerabilities. Even large language model (LLM)-based methods are still incapable of generating test cases that can invoke all the interface and internal logic of database connectors due to a lack of domain knowledge.In this paper, we propose a new LLM-based test case generation method guided by reinforcement learning (RL) for database connector testing. Specifically, to equip the LLM with sufficient and appropriate domain knowledge, a parameterized template is composed for prompt construction. The LLM then generates test cases instructed by the constructed prompts, which are dynamically evaluated through differential testing across multiple connectors. The testing process is carried out iteratively, where RL is adopted to select the optimal prompt in each round based on behavioral feedback from the previous rounds, to maximize the efficiency of discovering inconsistencies. Finally, we implement and evaluate the aforementioned methodology on two widely used JDBC connectors, namely MySQL Connector/J and OceanBase Connector/J. In the preliminary results, we have reported 16 bugs, among which 10 are officially confirmed, and the rest are acknowledged as unsafe implementations.;;;;;;;;;;
V030;Automated Soap Opera Testing Directed by LLMs and Scenario Knowledge: Feasibility, Challenges, and Road Ahead;2025.0;;C: FSE;Conference;@article{Su_2025, title={Automated Soap Opera Testing Directed by LLMs and Scenario Knowledge: Feasibility, Challenges, and Road Ahead}, volume={2}, ISSN={2994-970X}, url={http://dx.doi.org/10.1145/3715752}, DOI={10.1145/3715752}, number={FSE}, journal={Proceedings of the ACM on Software Engineering}, publisher={Association for Computing Machinery (ACM)}, author={Su, Yanqi and Xing, Zhenchang and Wang, Chong and Chen, Chunyang and Xu, Sherry (Xiwei) and Lu, Qinghua and Zhu, Liming}, year={2025}, month=jun, pages={757–778} };ACM;;Exploratory testing (ET) harnesses tester's knowledge, creativity, and experience to create varying tests that uncover unexpected bugs from the end-user's perspective. Although ET has proven effective in system-level testing of interactive systems, the need for manual execution has hindered large-scale adoption. In this work, we explore the feasibility, challenges and road ahead of automated scenario-based ET (a.k.a soap opera testing). We conduct a formative study, identifying key insights for effective manual soap opera testing and challenges in automating the process. We then develop a multi-agent system leveraging LLMs and a Scenario Knowledge Graph (SKG) to automate soap opera testing. The system consists of three multi-modal agents, Planner, Player, and Detector that collaborate to execute tests and identify potential bugs. Experimental results demonstrate the potential of automated soap opera testing, but there remains a significant gap compared to manual execution, especially under-explored scenario boundaries and incorrectly identified bugs. Based on the observation, we envision road ahead for the future of automated soap opera testing, focusing on three key aspects: the synergy of neural and symbolic approaches, human-AI co-learning, and the integration of soap opera testing with broader software engineering practices. These insights aim to guide and inspire the future research.;;;;;;;;;;
V034;A Comparative Study on ChatGPT and Checklist as Support Tools for Unit Testing Education;2025.0;;C: FSE;Conference;@inproceedings{Fang_2025, series={FSE Companion ’25}, title={A Comparative Study on ChatGPT and Checklist as Support Tools for Unit Testing Education}, url={http://dx.doi.org/10.1145/3696630.3727244}, DOI={10.1145/3696630.3727244}, booktitle={Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering}, publisher={ACM}, author={Fang, Zihan and Li, Jiliang and Liang, Anda and Bai, Gina R. and Huang, Yu}, year={2025}, month=jun, pages={871–882}, collection={FSE Companion ’25} };ACM;;Testing is widely practiced in software engineering, and many tools have been developed to support students in learning testing. Prior research suggests that a lightweight testing checklist improves learning outcomes but doesn't address students' challenges in writing test code that matches their intentions or design. Meanwhile, generative AI tools (e.g., ChatGPT) bring new promise as another form of software assistance tool. In this study, we examined the impact of various support tools (checklist, ChatGPT, or both) on unit testing among 42 students. Our results indicated that using these tools individually or in combination produced a comparable effect on student performance in unit testing. Students preferred using the checklist but acknowledged ChatGPT's effectiveness in accelerating task completion and addressing programming language challenges. While ChatGPT demonstrated potential benefits for testing education, it did not overcome the implementation challenges identified in the previous study. Moreover, reliance on ChatGPT may hinder students' deeper engagement with new concepts, which is crucial for comprehensive learning, as they often interact superficially with AI-generated responses without employing the critical thinking necessary to evaluate the information provided. Therefore, we proposed recommendations for both students and instructors on adapting to learning and teaching in the AI era and offer insights into the evolving role of AI in education.;Reflections;;;;;;;;;
V035;Automated Unit Test Generation via Chain-of-Thought Prompt and Reinforcement Learning from Coverage Feedback;2025.0;;J: TOSEM;Journal;@article{Zhang_2026, title={Automated Unit Test Generation via Chain-of-Thought Prompt and Reinforcement Learning from Coverage Feedback}, volume={35}, ISSN={1557-7392}, url={http://dx.doi.org/10.1145/3745765}, DOI={10.1145/3745765}, number={4}, journal={ACM Transactions on Software Engineering and Methodology}, publisher={Association for Computing Machinery (ACM)}, author={Zhang, Junwei and Hu, Xing and Xia, Xin and Cheung, Shing-Chi and Li, Shanping}, year={2026}, month=mar, pages={1–30} };ACM;;Recently, Large Language Models (LLMs) have shown promising results in code generation, and several automated test generation approaches based on LLMs have been proposed. Although these approaches achieve promising performance, they suffer from two limitations. First, they lack the intrinsic understanding of the semantic intricacies and logical constructs inherent to the focal method. Second, they ignore the diversity of the generated tests and generate tests with limited code coverage. To alleviate these two limitations, in this work, we propose a novel approach named TestCTRL that optimizes LLMs for unit test generation by the Chain-of-Thought (CoT) prompt and Reinforcement Learning (RL) strategy. Specifically, we first build a new CoT dataset, containing the focal methods, corresponding unit tests, and CoT prompts. The CoT prompt includes the intention and possible test input values. Then, the CoT dataset is used to fine-tune one LLM (i.e., CodeLlama 7B) that can be seen as the policy model in RL. Meanwhile, we fine-tune another LLM (i.e., CodeGPT) as the reward model by predicting the line coverage of the focal method and its test. Moreover, we employ the Proximal Policy Optimization (PPO) algorithm to optimize the policy model and generate unit tests. We use the Defects4J benchmark to evaluate our approach from three perspectives (i.e., naturalness, validity, and code coverage). To avoid data leakage threats, we filtered out data from the CoT dataset that have the same focal method and test case names as those in the Defects4J. The experimental results demonstrate that TestCTRL outperforms state-of-the-art baselines in line and branch coverages, respectively. Besides, TestCTRL improves bug detection performance. We also investigate the reason for the proposed approach’s superiority.;;;;;;;;;;
V036;Less Is More: On the Importance of Data Quality for Unit Test Generation;2025.0;;C: FSE;Conference;@article{Zhang_2025, title={Less Is More: On the Importance of Data Quality for Unit Test Generation}, volume={2}, ISSN={2994-970X}, url={http://dx.doi.org/10.1145/3715778}, DOI={10.1145/3715778}, number={FSE}, journal={Proceedings of the ACM on Software Engineering}, publisher={Association for Computing Machinery (ACM)}, author={Zhang, Junwei and Hu, Xing and Gao, Shan and Xia, Xin and Lo, David and Li, Shanping}, year={2025}, month=jun, pages={1293–1316} };ACM;;Unit testing is crucial for software development and maintenance. Effective unit testing ensures and improves software quality, but writing unit tests is time-consuming and labor-intensive. Recent studies have proposed deep learning (DL) techniques or large language models (LLMs) to automate unit test generation. These models are usually trained or fine-tuned on large-scale datasets. Despite growing awareness of the importance of data quality, there has been limited research on the quality of datasets used for test generation. To bridge this gap, we systematically examine the impact of noise on the performance of learning-based test generation models. We first apply the open card sorting method to analyze the most popular and largest test generation dataset, Methods2Test, to categorize eight distinct types of noise. Further, we conduct detailed interviews with 17 domain experts to validate and assess the importance, reasonableness, and correctness of the noise taxonomy. Then, we propose CleanTest, an automated noise-cleaning framework designed to improve the quality of test generation datasets. CleanTest comprises three filters: a rule-based syntax filter, a rule-based relevance filter, and a model-based coverage filter. To evaluate its effectiveness, we apply CleanTest on two widely-used test generation datasets, i.e., Methods2Test and Atlas. Our findings indicate that 43.52% and 29.65% of datasets contain noise, highlighting its prevalence. Finally, we conduct comparative experiments using four LLMs (i.e., CodeBERT, AthenaTest, StarCoder, and CodeLlama7B) to assess the impact of noise on test generation performance. The results show that filtering noise positively influences the test generation ability of the models. Fine-tuning the four LLMs with the filtered Methods2Test dataset, on average, improves its performance by 67% in branch coverage, using the Defects4J benchmark. For the Atlas dataset, the four LLMs improve branch coverage by 39%. Additionally, filtering noise improves bug detection performance, resulting in a 21.42% increase in bugs detected by the generated tests.;Reflections;;;;;;;;;
